"o","47",,"  File ""C:\Users\Harrison Wynn\Documents\CS 1400 Homework\Wynn-Harrison-Assn13\modules\memory_test.py"", line 16, in testCard
",,"stderr","1639058580059",
"o","47",,"    card1 = MemoryCard(10)
",,"stderr","1639058580059",
"o","47",,"  File ""C:\Users\Harrison Wynn\Documents\CS 1400 Homework\Wynn-Harrison-Assn13\modules\memorycard.py"", line 7, in __init__
",,"stderr","1639058580059",
"o","47",,"    self.__value = self.getValue()
",,"stderr","1639058580059",
"o","47",,"  File ""C:\Users\Harrison Wynn\Documents\CS 1400 Homework\Wynn-Harrison-Assn13\modules\memorycard.py"", line 11, in getValue
",,"stderr","1639058580059",
"o","47",,"    self.__firstAscii += 1
",,"stderr","1639058580059",
"o","47",,"AttributeError: 'MemoryCard' object has no attribute '_MemoryCard__firstAscii'
",,"stderr","1639058580059",
"o","47",,"
Process finished with exit code 1
",,"system","1639058580061",
"r","48","""C:\Users\Harrison Wynn\AppData\Local\Programs\Python\Python39\python.exe"" ""C:/Users/Harrison Wynn/Documents/CS 1400 Homework/Wynn-Harrison-Assn13/modules/memory_test.py""",,"PythonRunner",,"1639058617142","memory_test.py"
"o","48",,"Testing the Card
",,"stdout","1639058617156",
"o","48",,"Hit Enter to create a card with an ID of 10",,"stdout","1639058617156",
"o","48",,"Traceback (most recent call last):
",,"stderr","1639058619292",
"o","48",,"  File ""C:\Users\Harrison Wynn\Documents\CS 1400 Homework\Wynn-Harrison-Assn13\modules\memory_test.py"", line 85, in <module>
",,"stderr","1639058619292",
"o","48",,"    main()
",,"stderr","1639058619292",
"o","48",,"  File ""C:\Users\Harrison Wynn\Documents\CS 1400 Homework\Wynn-Harrison-Assn13\modules\memory_test.py"", line 8, in main
",,"stderr","1639058619292",
"o","48",,"    testCard()
",,"stderr","1639058619292",
"o","48",,"  File ""C:\Users\Harrison Wynn\Documents\CS 1400 Homework\Wynn-Harrison-Assn13\modules\memory_test.py"", line 16, in testCard
",,"stderr","1639058619292",
"o","48",,"    card1 = MemoryCard(10)
",,"stderr","1639058619292",
"o","48",,"  File ""C:\Users\Harrison Wynn\Documents\CS 1400 Homework\Wynn-Harrison-Assn13\modules\memorycard.py"", line 8, in __init__
",,"stderr","1639058619292",
"o","48",,"    self.__value = self.getValue()
",,"stderr","1639058619292",
"o","48",,"  File ""C:\Users\Harrison Wynn\Documents\CS 1400 Homework\Wynn-Harrison-Assn13\modules\memorycard.py"", line 13, in getValue
",,"stderr","1639058619292",
"o","48",,"    self.__firstAscii += 1
",,"stderr","1639058619292",
"o","48",,"AttributeError: 'MemoryCard' object has no attribute '_MemoryCard__firstAscii'
",,"stderr","1639058619292",
"o","48",,"
Process finished with exit code 1
",,"system","1639058619293",
"r","49","""C:\Users\Harrison Wynn\AppData\Local\Programs\Python\Python39\python.exe"" ""C:/Users/Harrison Wynn/Documents/CS 1400 Homework/Wynn-Harrison-Assn13/modules/memory_test.py""",,"PythonRunner",,"1639058723346","memory_test.py"
"o","49",,"Traceback (most recent call last):
",,"stderr","1639058725269",
"o","49",,"  File ""C:\Users\Harrison Wynn\Documents\CS 1400 Homework\Wynn-Harrison-Assn13\modules\memory_test.py"", line 85, in <module>
",,"stderr","1639058725269",
"o","49",,"    main()
",,"stderr","1639058725269",
"o","49",,"  File ""C:\Users\Harrison Wynn\Documents\CS 1400 Homework\Wynn-Harrison-Assn13\modules\memory_test.py"", line 8, in main
",,"stderr","1639058725269",
"o","49",,"    testCard()
",,"stderr","1639058725269",
"o","49",,"  File ""C:\Users\Harrison Wynn\Documents\CS 1400 Homework\Wynn-Harrison-Assn13\modules\memory_test.py"", line 16, in testCard
",,"stderr","1639058725269",
"o","49",,"    card1 = MemoryCard(10)
",,"stderr","1639058725269",
"o","49",,"  File ""C:\Users\Harrison Wynn\Documents\CS 1400 Homework\Wynn-Harrison-Assn13\modules\memorycard.py"", line 8, in __init__
",,"stderr","1639058725269",
"o","49",,"    self.__value = self.getValue()
",,"stderr","1639058725269",
